"hmid","moment","concepts","agency","social","age","country","gender","married","parenthood","reflection","duration"
83920,"a family function all relatives to gether and make event happy","family","yes","yes","20","IND","m","single","y","3m","all_day_im_still_feeling_it"
83937,"I went to Trader Joe's and picked out a lot of good food items (some of them brand new and sounded really good).","food","yes","no","26.0","USA","m","single","n","3m","at_least_one_hour"
83940,"I felt very happy when my son got all dressed up and took a girl to the high school prom.","family","yes","yes","57","USA","f","married","y","3m","all_day_im_still_feeling_it"
83950,"I joined party with team after We won against warriors 120-100 and  I was mvp of the match","party","yes","yes","26","GBR","m","single","y","3m","half_a_day"
83952,"I finished first in individual points in my bowling league.","entertainment","yes","yes","30.0","USA","m","single","n","3m","all_day_im_still_feeling_it"
83974,"I got a really good cup of coffee from a booth at the Farmer's Market and a nice almond croissant, which were both delicious.","food","yes","no","34.0","USA","f","married","y","3m","half_a_day"
83981,"LAST MONTH I AM GOING TO MY GRANDMOTHER HOUSE.","family","yes","yes","28","IND","m","married","y","3m","half_a_day"
83983,"I WENT TO SHOPPING","shopping","yes","no","28","IND","f","married","n","3m","at_least_one_hour"
83985,"I WENT TO SHOPPING","shopping","yes","no","28","IND","m","married","n","3m","at_least_one_hour"
83992,"I WENT TO COLLEGE.","education","yes","no","28","IND","m","married","y","3m","half_a_day"
84001,"I booked an anniversary vacation with my husband no children tonight.","romance|family","yes","yes","33.0","USA","f","married","y","3m","all_day_im_still_feeling_it"
84013,"My parents bought a futon for me and my boyfriend so we didn't have to sleep on an inflatable mattress anymore.","shopping|romance|family","no","yes","27.0","USA","f","single","n","3m","all_day_im_still_feeling_it"
84017,"The weather is nice enough to wear shorts again.","weather","yes","no","24","USA","m","single","n","3m","half_a_day"
84034,"I watched a sunrise at nearby beach.","vacation","yes","yes","26.0","IND","m","single","n","3m","at_least_one_hour"
84050,"One of my coworkers surprised me with donuts after I had had a difficult Monday.","conversation","yes","yes","25.0","USA","m","single","n","3m","at_least_one_hour"
84055,"My daughter had lost her first tooth and she was so excited and asked me so many questions about the tooth fairy.","family|conversation","no","yes","26.0","USA","f","married","y","3m","half_a_day"
84069,"WE HAVE TO TRAVELLING  THE UNITED STATES  AND  IT SAW MANY ATTRACTIVE PLACE IT WAS HAPPINESS  IN MY LIFE","family","yes","no","23.0","IND","m","single","n","3m","at_least_one_hour"
84071,"Travelling Dubai with my family","family","yes","yes","25","IND","f","married","y","3m",NA
84078,"i love the movie bahubali that i watched yesterday that made me really happy for a period of time  and i still feel the happiness of it.","entertainment","yes","no","26.0","IND","m","married","y","3m","all_day_im_still_feeling_it"
84080,"WE HAVE TO TRAVELLING THE UNITED STATES AND IT SAW MANY ATTRACTIVE  PLACE IT   SAW MANY ATTRACTIVE PLACE IT  WAS HAPPINESS IN MY LIFE","vacation","yes","yes","23.0","IND","m","single","n","3m","half_a_day"
84088,"I inherited a bunch of new good quality clothing.","shopping","no","no","30.0","USA","f","single","n","3m","at_least_one_hour"
84092,"MY BIRTHDAY PARTY CELEBRATION","party","yes","yes","31","IND","f","married","y","3m","all_day_im_still_feeling_it"
84096,"CELEBRATED MY BIRTHDAY PARTY WITH MY FRIENDS","party","yes","yes","32","IND","f","married","y","3m","half_a_day"
84100,"CELEBRATED MY BIRTHDAY PARTY WITH MY FRIENDS","party","yes","yes","33","IND","m","married","y","3m","all_day_im_still_feeling_it"
84102,"WE HAVE TO TRAVELLING THE THE UNITED STATES AND IT SAW MANY ATTRAVTIVE PLACE IT WAS HAPPINESS IN MY LIFE","vacation","yes","no","22.0","IND","m","single","n","3m","at_least_one_hour"
84109,"CELEBRATE MY DAUGHTER BIRTHDAY WITH MY FAMILY","party|family","yes","yes","26","IND","m","single","n","3m","all_day_im_still_feeling_it"
84125,"We watched Rocky Horror Picture Show for the first time.","entertainment","yes","yes","28","DNK","f","married","n","3m","at_least_one_hour"
84158,"I ate a huge meal of Korean chicken stir fry and for some reason (probably pregnancy), it seemed like the best meal I had ever eaten.","food","yes","no","39.0","USA","f","married","n","3m","half_a_day"
84181,"I WENT TO VOCATIONAL TRIP ON MYSORE AND ALSO JOIN MY FAMILY FRIENDS AND RELATION AND I WENT TO MYSORE PALACE THAT IS VERY AMAZING THAT MOMENT ENJOY VERY HAPPY.","vacation|family","yes","yes","25.0","IND","m","married","y","3m","all_day_im_still_feeling_it"
84200,"When I reunite with my Husband.Though I was pregnant,we were separated at my 3rd month of pregnancy.But at the 9th month of my pregnancy,we were reunited.He first hugged me and kissed me on my Forehead.That time,tears rolled down from my eyes.That was my emotionally Happiest moment of my Life.","romance|family","no","yes","33.0","IND","f","married","y","3m","all_day_im_still_feeling_it"
84210,"My Birthday was very special as my mom bought me new cake and dress","family","yes","yes","32","IND","m","single","n","3m","all_day_im_still_feeling_it"
84216,"The time i came to know that my younger sister completed her graduation with good academic marks.","family","no","yes","27.0","IND","f","married","n","3m","half_a_day"
84223,"I received a beautiful note from my daughter celebrating my birthday.","party","no","yes","38.0","USA","f","married","y","3m","all_day_im_still_feeling_it"
84234,"i made break fast last one month","food","yes","no","30","IND","m","single","n","3m","all_day_im_still_feeling_it"
84254,"I was able to help strip the deck paint.","family|shopping","yes","no","29.0","USA","f","single","n","3m","half_a_day"
84269,"Spending an afternoon at Pike Place Market shopping and watching the street performers.","shopping","yes","yes","31.0","USA","f","single","n","3m","half_a_day"
84274,"I got to go to the gym today after not being able to go for the last five days or so.","exercise","yes","no","23.0","USA","f","single","n","3m","all_day_im_still_feeling_it"
84276,"I finally cleaned out my closet.","family","yes","no","51","USA","f","divorced","y","3m","half_a_day"
84277,"My sister started going to a new school and she told me she loves it.","family","no","yes","35.0","USA","m","single","n","3m","half_a_day"
84282,"My son read (somewhat) of his favorite book to me.","entertainment|family|education","no","yes","26","USA","f","single","y","3m","at_least_one_hour"
84289,"I saw a Great Blue heron land in my back yard, walk around for a while, then take off.","animals","no","no","61.0","USA","m","single","n","3m","at_least_one_hour"
84290,"I bought a brand new BMW","shopping","yes","no","35.0","USA","m","single","n","3m","all_day_im_still_feeling_it"
84293,"My health insurance finally got sorted out after 5 months of going back and forth with the company after it had been wrongly terminated","career","yes","no","42","USA","f","married","y","3m","all_day_im_still_feeling_it"
84294,"Someone messaged me on Facebook I have not seen in a while.","technology|conversation","no","yes","24","USA","m","single","n","3m","at_least_one_hour"
84300,"I went for a trip to my favorite destinations.","vacation","yes","no","25.0","IND","m","single","n","3m","all_day_im_still_feeling_it"
84324,"I had dinner with my wife.","food|romance","yes","yes","26","USA","m","married","n","3m","half_a_day"
84327,"I was able to get a really good deal on pizza when I was hungry.","food","yes","no","33.0","USA","m","single","n","3m","at_least_one_hour"
84333,"Finally found some super high quality mj.","shopping","yes","no","28","USA","m","single","n","3m","all_day_im_still_feeling_it"
84336,"I was happy when my mother told me she had successfully defended her dissertation.","family","yes","yes","27.0","USA","m","single","n","3m","all_day_im_still_feeling_it"
84348,"Went to a concert with my girlfriend.","romance","yes","yes","30","MKD","m","single","n","3m","half_a_day"
84356,"About three months ago, I got a dog","animals","yes","no","26.0","USA","m","single","n","3m","all_day_im_still_feeling_it"
84358,"I saw a cute kitty.","animals","yes","no","68","USA","f","separated","y","3m","a_few_minutes"
84362,"getting a phone case for my iPhone 7 Plus","technology","yes","no","22.0","USA","m","single","n","3m","all_day_im_still_feeling_it"
84364,"I got approved to Mturk a few days ago and been making a nice amount of money.","career","yes","no","28.0","USA","m","single","n","3m","all_day_im_still_feeling_it"
84376,"I negotiated with my cable provider and was able to save over $20 each month with a new package I signed up for!","shopping","yes","no","33","USA","m","single","n","3m","half_a_day"
84379,"I moved to my new apartment","animals","yes","no","24.0","USA","m","single","n","3m","all_day_im_still_feeling_it"
84380,"I was happy when I got tickets to see the Miami Marlins when I go to florida.","vacation","yes","no","24.0","USA","m","single","n","3m","all_day_im_still_feeling_it"
84383,"I got a promotion at work.","career","yes","yes","32.0","USA","f","married","n","3m","all_day_im_still_feeling_it"
84386,"I ate some sushi at my favorite restaurant on half-off sushi rolls day.","food","yes","no","20.0","USA","m","single","n","3m","all_day_im_still_feeling_it"
84419,"Going shopping with my mom makes me happy.","shopping","no","yes","35.0","USA","f","married","y","3m","at_least_one_hour"
84424,"Spending time with my family for my niece's 10th birthday.","party|family","yes","yes","24","USA","f","single","n","3m","all_day_im_still_feeling_it"
84434,"I went to the park and spent time with my husband and daughter.","family","yes","yes","30","USA","o","married","y","3m","half_a_day"
84457,"Our puppy finally got all his teeth, so I can stop paying sixty dollars on food a month it's only thirteen.","animals","no","yes","29.0","USA","f","married","y","3m","all_day_im_still_feeling_it"
